Progress,Duration (in seconds),pid3,pid3_4_TEXT,Q303,first_1,first_2,first_3,first_4,first_5,first_6,pubs_1,pubs_2,pubs_3,pubs_4,pubs_5,pubs_6,dems_1,dems_2,dems_3,dems_4,dems_5,dems_6,mp_1,mp_2,mp_3,mp_4,mp_5,mp_6,therm_pubs_1,therm_dems_1,human_23,human_24,immigration_1,immigration_2,immigration_3,immigration_4,immigration_5,immigration_6,immigration_7,immigration_8,strongid,closestid,ideo7,sit_1,sit_2,sit_3,sit_4,Q301_1,Q301_2,Q301_3,Q301_4,Q301_5,Q302_1,Q302_2,Q302_3,Q302_4,Q302_5,Q306,Q308,Q310,Q310_10_TEXT,Q308.1,Q308_3_TEXT,Q309,Q309_6_TEXT,Q310.1,Q311,Q176,Q177,participant_id
100,1326,Democrat,,5f5f653a3748fc010b91ccfa,"unequal,broken,angry,dangerous","racism,obesity,violence,injustice","politics,constitution,state,military","eagle,city,president,work","wealthy,innovative,powerful,proud","openness,independence,leader,opportunity","unequal,angry,unfair,ignorant","greed,corruption,obesity,violence","capitalist,politics,constitution,military","land,eagle,president,life","wealthy,powerful,proud,strong","family,independence,justice,safety","unequal,broken,unfair,expensive","oppression,corruption,violence,injustice","capitalist,politics,constitution,state","eagle,president,life,work","diverse,beautiful,powerful,strong","bravery,openness,independence,leader","unequal,broken,dangerous,expensive","racism,obesity,violence,injustice","politics,western,constitution,military","eagle,president,life,work","diverse,innovative,powerful,proud","bravery,independence,leader,opportunity",61.0,91.0,82.0,91.0,"Strongly
oppose","Strongly
support","Strongly
support","Moderately
support","Strongly
support","Strongly
support","Strongly
support","Strongly
oppose",Strong ${q://QID101/ChoiceGroup/SelectedChoices},,Liberal,Extremely important,Extremely well,A great deal,Some of the time,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,Michigan,,Other (please specify),Not religious,,,,,,,I thought it was interesting.,No,mzXG2qfBDO
100,1440,Democrat,,5f8676a99b191d1ceb1f3638,"unequal,unfair,sad,expensive","greed,racism,obesity,injustice","capitalist,politics,state,people","city,president,life,work","diverse,beautiful,innovative,strong","bravery,family,independence,opportunity","broken,angry,sad,expensive","greed,obesity,violence,drugs","capitalist,politics,constitution,military","land,eagle,president,work","innovative,powerful,proud,strong","bravery,independence,justice,leader","unequal,broken,unfair,sad","racism,oppression,corruption,injustice","politics,constitution,state,people","city,president,life,work","diverse,beautiful,innovative,strong","bravery,family,independence,opportunity","unequal,broken,unfair,expensive","greed,oppression,obesity,drugs","capitalist,constitution,people,military","city,president,life,work","diverse,beautiful,innovative,powerful","bravery,openness,independence,opportunity",10.0,90.0,35.0,100.0,"Moderately
support","Moderately
support","Strongly
support","Strongly
support","Moderately
support","Neither oppose
nor support","Strongly
support","Strongly
oppose",Strong ${q://QID101/ChoiceGroup/SelectedChoices},,Liberal,Very important,Very well,Somewhat,Never,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat disagree,New York,,Catholicism (including Roman Catholic),,,,,,,,The survey was very easy to complete and straightforward. I did not have any issues while completing this questionnaire; neither did I think it was difficult to understand.,"No, it is satisfactory as it is. Thank you!",gkV08vzzrJ
100,1012,Republican,,5f29c35127bcc61497b0b1ac,"broken,unfair,dangerous,sad","greed,corruption,violence,drugs","capitalist,constitution,people,military","land,eagle,president,life","beautiful,powerful,proud,strong","bravery,family,independence,opportunity","broken,angry,unfair,dangerous","greed,corruption,violence,injustice","capitalist,politics,constitution,military","land,city,president,work","beautiful,powerful,proud,strong","family,justice,leader,opportunity","unequal,sad,expensive,ignorant","greed,racism,corruption,violence","politics,western,state,people","land,city,president,life","wealthy,diverse,innovative,happy","openness,independence,leader,opportunity","unequal,angry,unfair,dangerous","greed,corruption,violence,injustice","capitalist,western,constitution,state","eagle,president,life,work","beautiful,powerful,proud,strong","bravery,family,justice,opportunity",100.0,2.0,100.0,0.0,"Strongly
support","Strongly
oppose","Strongly
oppose","Strongly
oppose","Neither oppose
nor support","Strongly
oppose","Strongly
oppose","Strongly
oppose",Strong ${q://QID101/ChoiceGroup/SelectedChoices},,Conservative,Very important,Very well,A great deal,Some of the time,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Texas,,Christian Orthodox,,,,,,,,a very well planned survey,none at this time.. :-) have a blessed day. ,DmL0LDsxWT
100,1680,Democrat,,5fee0c90eb52700cd9752702,"unequal,broken,expensive,ignorant","greed,racism,corruption,obesity","capitalist,constitution,state,military","land,eagle,president,work","wealthy,diverse,proud,strong","family,independence,justice,opportunity","broken,dangerous,sad,expensive","obesity,violence,injustice,drugs","capitalist,politics,constitution,military","eagle,president,life,work","beautiful,powerful,proud,strong","bravery,family,justice,leader","broken,unfair,expensive,ignorant","racism,oppression,corruption,obesity","politics,constitution,state,people","mountain,land,coast,eagle","diverse,beautiful,innovative,happy","openness,independence,justice,opportunity","unequal,broken,expensive,ignorant","racism,oppression,obesity,violence","capitalist,politics,constitution,state","coast,city,president,life","wealthy,beautiful,powerful,happy","family,independence,justice,opportunity",2.0,81.0,68.0,97.0,"Neither oppose
nor support","Neither oppose
nor support","Weakly
oppose","Weakly
oppose","Weakly
support","Moderately
support","Weakly
support","Neither oppose
nor support",Strong ${q://QID101/ChoiceGroup/SelectedChoices},,Extremely liberal,Extremely important,Not very well,A great deal,Never,Strongly agree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat disagree,California,,Hinduism,,,,,,,,"The ""belong"" description to use as descriptor, 
was confusing in certain circumstances.",vary the choices more.,YaNYzGn6By
100,530,Democrat,,5f653a8a5914b30b4d24c365,"unequal,broken,angry,unfair","greed,racism,corruption,violence","politics,western,constitution,people","city,president,life,work","wealthy,diverse,innovative,powerful","bravery,independence,leader,opportunity","broken,angry,unfair,expensive","racism,oppression,corruption,obesity","politics,state,people,military","coast,city,president,life","wealthy,powerful,proud,strong","bravery,independence,justice,leader","unequal,broken,unfair,sad","racism,oppression,corruption,injustice","capitalist,politics,constitution,state","land,president,life,work","wealthy,innovative,happy,strong","family,openness,leader,opportunity","unequal,broken,unfair,dangerous","racism,oppression,obesity,violence","western,state,people,ocean","city,president,life,work","innovative,powerful,happy,strong","family,independence,justice,opportunity",0.0,100.0,0.0,100.0,"Neither oppose
nor support","Neither oppose
nor support","Weakly
support","Neither oppose
nor support","Neither oppose
nor support","Moderately
oppose","Neither oppose
nor support","Moderately
oppose",Strong ${q://QID101/ChoiceGroup/SelectedChoices},,Moderate or middle of the road,Extremely important,Extremely well,A great deal,All of the time,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Tennessee,,"Protestantism (including Lutheran, Baptist, and Episcopalian)",,,,,,,,it was okay,no,UBcTj40YG3
100,1828,Republican,,5fe16ba53803bbbf8baef8e6,"broken,angry,dangerous,ignorant","racism,oppression,corruption,injustice","capitalist,politics,western,military","mountain,land,coast,life","diverse,innovative,powerful,strong","bravery,independence,safety,opportunity","unequal,unfair,dangerous,expensive","greed,racism,corruption,violence","politics,constitution,state,military","mountain,land,city,president","wealthy,beautiful,powerful,strong","bravery,openness,safety,leader","broken,angry,unfair,dangerous","oppression,corruption,obesity,injustice","capitalist,western,constitution,state","land,city,life,work","beautiful,powerful,proud,strong","bravery,openness,justice,opportunity","broken,angry,unfair,ignorant","greed,racism,oppression,obesity","capitalist,politics,western,people","eagle,city,life,work","beautiful,innovative,powerful,proud","bravery,independence,justice,opportunity",90.0,40.0,100.0,70.0,"Strongly
support","Neither oppose
nor support","Moderately
support","Moderately
support","Moderately
support","Moderately
oppose","Neither oppose
nor support","Strongly
support",Strong ${q://QID101/ChoiceGroup/SelectedChoices},,Conservative,Extremely important,Very well,A great deal,All of the time,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,New York,,"Protestantism (including Lutheran, Baptist, and Episcopalian)",,,,,,,,It was not biased.,,dMOoVj2M2t
100,211,Independent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RH8a22QWCF
100,682,Republican,,5fac561bfa81812030b9fee0,"broken,sad,expensive,ignorant","greed,corruption,obesity,drugs","western,constitution,state,military","mountain,coast,eagle,work","diverse,beautiful,powerful,proud","bravery,independence,justice,opportunity","unequal,broken,angry,expensive","greed,corruption,obesity,injustice","constitution,state,people,military","eagle,president,life,work","beautiful,powerful,proud,strong","bravery,independence,justice,safety","unequal,unfair,dangerous,sad","greed,racism,violence,injustice","capitalist,politics,state,people","land,city,president,life","wealthy,diverse,innovative,powerful","family,safety,leader,opportunity","unequal,dangerous,expensive,ignorant","greed,racism,obesity,violence","capitalist,politics,western,military","mountain,coast,eagle,work","wealthy,innovative,powerful,proud","independence,justice,leader,opportunity",40.0,1.0,100.0,100.0,"Weakly
support","Neither oppose
nor support","Moderately
support","Weakly
support","Neither oppose
nor support","Weakly
support","Neither oppose
nor support","Neither oppose
nor support",Not very strong ${q://QID101/ChoiceGroup/SelectedChoices},,Slightly conservative,Not very important,Not very well,Very little,Some of the time,Strongly agree,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Oregon,,Agnostic (not sure if God exists),,,,,,,,I think it was hard to have to pick 4 negatives in some of the categories. I had to choose some that I did not think fit for myself or other groups. ,,yDFaIrjer3
100,1166,Republican,,5f7c9308b6ff0b0cf6572180,"unequal,broken,unfair,sad","greed,corruption,violence,injustice","politics,constitution,people,military","land,president,life,work","wealthy,diverse,innovative,strong","bravery,family,independence,opportunity","angry,unfair,sad,ignorant","greed,racism,corruption,injustice","politics,constitution,people,military","land,eagle,president,work","wealthy,powerful,proud,strong","bravery,independence,justice,leader","unequal,broken,angry,unfair","racism,oppression,corruption,injustice","politics,constitution,state,people","land,president,life,work","diverse,beautiful,innovative,strong","family,openness,leader,opportunity","broken,angry,sad,ignorant","greed,corruption,obesity,violence","western,constitution,people,military","land,president,life,work","wealthy,diverse,innovative,powerful","family,openness,independence,leader",50.0,50.0,100.0,100.0,"Neither oppose
nor support","Weakly
support","Neither oppose
nor support","Weakly
support","Moderately
support","Weakly
support","Weakly
support","Weakly
support",Not very strong ${q://QID101/ChoiceGroup/SelectedChoices},,Moderate or middle of the road,Not very important,Not very well,Very little,Never,Strongly agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Oklahoma,,Other Christianity (including non-denominational),,,,,,,,"Thought provoking, especially for someone who considers themselves ""Middle of the Road""",No,meDDFvfN0q
100,527,Democrat,,5f00e55a0b6653224c1946b0,"unequal,broken,expensive,ignorant","greed,racism,obesity,violence","capitalist,state,ocean,military","land,coast,city,president","wealthy,beautiful,powerful,strong","family,independence,leader,opportunity","angry,unfair,dangerous,ignorant","greed,racism,corruption,drugs","capitalist,constitution,people,ocean","land,city,president,work","wealthy,diverse,powerful,strong","openness,independence,justice,opportunity","unequal,broken,sad,expensive","racism,obesity,violence,injustice","capitalist,politics,ocean,military","mountain,land,president,life","beautiful,powerful,happy,proud","bravery,family,independence,leader","broken,unfair,sad,ignorant","oppression,corruption,obesity,injustice","politics,constitution,state,military","mountain,city,life,work","innovative,powerful,happy,strong","family,openness,leader,opportunity",44.0,64.0,51.0,75.0,"Moderately
support","Weakly
support","Weakly
oppose","Weakly
support","Moderately
support","Moderately
support","Weakly
support","Neither oppose
nor support",Not very strong ${q://QID101/ChoiceGroup/SelectedChoices},,Slightly liberal,Not very important,Very well,Very little,Some of the time,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,New York,Texas,Atheists (do not believe God exists),,,,,,,,Good ,no ,ssFBxDZw2V
100,1253,Republican,,5fd9ad6dab00c64c8a45c9fc,"broken,angry,sad,ignorant","greed,corruption,obesity,violence","capitalist,constitution,people,military","land,eagle,president,life","wealthy,diverse,innovative,strong","bravery,family,leader,opportunity","broken,dangerous,sad,ignorant","corruption,violence,injustice,drugs","capitalist,western,constitution,military","land,eagle,life,work","beautiful,innovative,proud,strong","family,openness,justice,leader","unequal,broken,unfair,ignorant","greed,racism,oppression,injustice","capitalist,politics,western,people","mountain,land,coast,work","wealthy,diverse,powerful,strong","independence,justice,leader,opportunity","broken,angry,sad,ignorant","greed,corruption,obesity,violence","capitalist,politics,constitution,people","land,president,life,work","diverse,powerful,proud,strong","bravery,family,independence,opportunity",80.0,10.0,100.0,100.0,"Strongly
support","Strongly
oppose","Strongly
oppose","Strongly
oppose","Strongly
support","Strongly
oppose","Strongly
oppose","Strongly
support",Strong ${q://QID101/ChoiceGroup/SelectedChoices},,Conservative,Very important,Very well,A great deal,All of the time,Strongly agree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly agree,Michigan,,Judaism,,,,,,,,The category choices provide were puzzling but I cannot judge as I don't fully appreciate the thought behind them.,No,NbeS35SLwL
100,1175,Democrat,,5daac00a033d570013579de0,"unequal,broken,angry,ignorant","greed,oppression,corruption,injustice","capitalist,politics,people,military","land,eagle,president,work","wealthy,diverse,powerful,strong","independence,safety,leader,opportunity","broken,angry,sad,expensive","oppression,corruption,violence,drugs","capitalist,politics,constitution,military","land,eagle,president,work","beautiful,powerful,proud,strong","bravery,independence,leader,opportunity","unequal,unfair,dangerous,sad","racism,oppression,violence,injustice","capitalist,politics,constitution,people","eagle,president,life,work","wealthy,diverse,beautiful,powerful","independence,justice,leader,opportunity","unequal,broken,angry,unfair","greed,racism,obesity,drugs","capitalist,politics,people,military","land,eagle,president,work","wealthy,diverse,powerful,proud","bravery,independence,justice,opportunity",10.0,40.0,30.0,60.0,"Weakly
support","Neither oppose
nor support","Weakly
oppose","Weakly
oppose","Moderately
support","Moderately
support","Moderately
support","Weakly
support",Not very strong ${q://QID101/ChoiceGroup/SelectedChoices},,Extremely liberal,Not very important,Not very well,Very little,Rarely,Strongly agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Washington,,Other Christianity (including non-denominational),,,,,,,,I think the terms Democrat and Republican are very broad terms that are poorly used to categorize people.  I am a socialist.  Most democrats are not.  Any broad category is going to fail to capture who people really are and corrupt people's beliefs in themselves when they adapt their views to fit what they are told the group they identify with believes in.  Few Christians actually follow the teachings of Christ (harder for a rich man to enter the kingdom of heaven than to get a camel through the eye of a needle.) they follow the teachings of various religions that claim to be Christians.  ,No I think most people prefer to identify themselves with a group than have to come to their own decisions of right and wrong or moral or injustice.  ,3K6MD0ELp7
100,1209,Republican,,60111ca7476cb0079af635a0,"broken,unfair,dangerous,sad","greed,oppression,corruption,injustice","capitalist,politics,people,military","land,coast,eagle,life","diverse,innovative,powerful,strong","bravery,family,independence,opportunity","unequal,angry,expensive,ignorant","greed,corruption,obesity,drugs","capitalist,politics,western,military","land,eagle,president,life","wealthy,innovative,powerful,strong","bravery,justice,leader,opportunity","unequal,broken,unfair,dangerous","racism,oppression,corruption,injustice","politics,constitution,state,people","land,coast,eagle,president","diverse,beautiful,innovative,strong","independence,justice,leader,opportunity","unequal,broken,unfair,expensive","greed,oppression,corruption,obesity","capitalist,politics,constitution,people","eagle,president,life,work","diverse,beautiful,powerful,strong","bravery,family,leader,opportunity",55.0,54.0,90.0,90.0,"Neither oppose
nor support","Moderately
support","Moderately
support","Neither oppose
nor support","Weakly
support","Moderately
support","Neither oppose
nor support","Moderately
support",Not very strong ${q://QID101/ChoiceGroup/SelectedChoices},,Slightly conservative,Not very important,Not at all,Very little,Never,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,California,,Agnostic (not sure if God exists),,,,,,,,"I liked choosing the words, simple yet made you really think about it",Towards the latter part of the survey some of the questions were hard to read on a 1080p monitor. It was like 10 lines with 2 words per line showing. ,fz1YKhC1zy
100,1329,Republican,,5f990c33982e4223a1ad4f30,"unfair,dangerous,expensive,ignorant","greed,racism,oppression,drugs","capitalist,politics,western,constitution","city,president,life,work","wealthy,diverse,beautiful,powerful","independence,justice,leader,opportunity","unequal,dangerous,expensive,ignorant","greed,racism,violence,drugs","capitalist,politics,western,constitution","city,president,life,work","wealthy,diverse,innovative,powerful","independence,justice,leader,opportunity","unequal,angry,dangerous,expensive","greed,racism,violence,drugs","capitalist,politics,constitution,state","city,president,life,work","wealthy,diverse,innovative,powerful","independence,justice,safety,opportunity","broken,angry,dangerous,expensive","greed,racism,oppression,drugs","capitalist,politics,western,constitution","city,president,life,work","wealthy,diverse,beautiful,powerful","independence,justice,leader,opportunity",80.0,30.0,92.0,82.0,"Moderately
support","Moderately
support","Weakly
oppose","Moderately
oppose","Moderately
support","Moderately
support","Moderately
oppose","Strongly
support",Not very strong ${q://QID101/ChoiceGroup/SelectedChoices},,Conservative,Very important,Very well,Somewhat,Some of the time,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,New York,,Catholicism (including Roman Catholic),,,,,,,,Politicallybinfluenced opinion on America ,No,qUFgBhPj5W
100,568,Republican,,5c33ccf9377d960001044af0,"unequal,broken,unfair,expensive","greed,corruption,obesity,drugs","politics,western,constitution,state","land,eagle,president,life","diverse,innovative,proud,strong","openness,independence,justice,leader","broken,angry,dangerous,ignorant","obesity,violence,injustice,drugs","capitalist,politics,western,military","land,city,president,work","beautiful,innovative,powerful,proud","family,justice,safety,opportunity","unequal,broken,unfair,ignorant","racism,corruption,violence,injustice","politics,constitution,people,ocean","mountain,land,coast,life","diverse,beautiful,innovative,happy","family,openness,safety,opportunity","unequal,broken,unfair,expensive","greed,corruption,violence,injustice","politics,western,constitution,people","mountain,land,coast,work","wealthy,diverse,innovative,powerful","openness,independence,justice,opportunity",98.0,10.0,100.0,100.0,"Strongly
support","Strongly
oppose","Strongly
oppose","Strongly
oppose","Strongly
support","Strongly
support","Strongly
oppose","Strongly
support",Strong ${q://QID101/ChoiceGroup/SelectedChoices},,Conservative,Extremely important,Extremely well,A great deal,All of the time,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Connecticut,,"Protestantism (including Lutheran, Baptist, and Episcopalian)",,,,,,,,it was the right length and easy,none,yz8MuLUMnl
100,1813,Democrat,,5cc020d5159f790017bee28b,"unequal,broken,unfair,ignorant","racism,corruption,obesity,injustice","capitalist,western,constitution,state","land,eagle,president,work","wealthy,diverse,powerful,strong","independence,justice,leader,opportunity","broken,angry,unfair,sad","greed,oppression,corruption,injustice","capitalist,constitution,people,military","land,president,life,work","powerful,happy,proud,strong","family,justice,safety,opportunity","unequal,angry,unfair,ignorant","racism,oppression,violence,injustice","western,constitution,state,people","land,coast,city,work","diverse,innovative,powerful,proud","openness,justice,leader,opportunity","angry,dangerous,expensive,ignorant","greed,violence,injustice,drugs","western,constitution,people,military","land,coast,president,life","wealthy,diverse,powerful,strong","bravery,justice,safety,opportunity",20.0,81.0,61.0,96.0,"Strongly
oppose","Strongly
support","Strongly
support","Strongly
support","Moderately
oppose","Moderately
support","Strongly
support","Strongly
oppose",Strong ${q://QID101/ChoiceGroup/SelectedChoices},,Extremely liberal,Very important,Very well,A great deal,Some of the time,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Massachusetts,,Judaism,,,,,,,,It was interesting although I am not sure what the outcomes will show. ,"The questions about what ""PEOPLE"" think were confusing. And I think the results may be suspect. It could be interpreted as ALL people around the world or ALL Americans. I went back and forth deciding. And I would bet that Democrats and Republicans will interpret it differently and answer differently. It might be worth splitting that into 2 questions: one about all Americans, and one about all people worldwide.",ddi6WCFSrW
100,565,Republican,,5de653ee9a9da55cd975664a,"unequal,broken,unfair,expensive","greed,corruption,obesity,drugs","capitalist,politics,constitution,people","land,eagle,president,life","diverse,innovative,proud,strong","bravery,independence,justice,opportunity","broken,angry,sad,expensive","greed,oppression,violence,injustice","politics,constitution,state,people","eagle,president,life,work","wealthy,beautiful,proud,strong","bravery,independence,justice,opportunity","angry,unfair,expensive,ignorant","racism,corruption,obesity,violence","capitalist,politics,constitution,state","land,coast,eagle,president","diverse,powerful,proud,strong","bravery,openness,independence,leader","angry,unfair,dangerous,expensive","greed,racism,oppression,injustice","capitalist,politics,constitution,people","land,city,president,work","wealthy,diverse,happy,proud","bravery,independence,leader,opportunity",51.0,40.0,72.0,73.0,"Moderately
support","Weakly
oppose","Weakly
oppose","Weakly
support","Moderately
support","Weakly
support","Neither oppose
nor support","Moderately
support",Not very strong ${q://QID101/ChoiceGroup/SelectedChoices},,Slightly conservative,Not very important,Not very well,Very little,Rarely,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Mississippi,,"Protestantism (including Lutheran, Baptist, and Episcopalian)",,,,,,,,It was a little repetitive.,no,fOQGyLoupr
100,2362,Democrat,,5f2b449a4aaecd58aefc2d1e,"unequal,broken,dangerous,sad","greed,oppression,corruption,injustice","capitalist,politics,state,people","mountain,land,coast,president","diverse,beautiful,innovative,strong","bravery,family,independence,opportunity","angry,dangerous,sad,ignorant","oppression,corruption,violence,drugs","capitalist,politics,constitution,military","eagle,president,life,work","beautiful,powerful,proud,strong","family,independence,leader,opportunity","unequal,broken,unfair,ignorant","greed,racism,oppression,injustice","capitalist,politics,state,military","mountain,coast,life,work","diverse,beautiful,innovative,powerful","family,openness,independence,opportunity","broken,unfair,sad,expensive","racism,corruption,obesity,violence","politics,constitution,people,military","eagle,president,life,work","innovative,powerful,proud,strong","family,independence,leader,opportunity",15.0,75.0,85.0,100.0,"Strongly
oppose","Strongly
support","Strongly
support","Strongly
support","Neither oppose
nor support","Strongly
oppose","Strongly
support","Strongly
oppose",Strong ${q://QID101/ChoiceGroup/SelectedChoices},,Extremely liberal,Extremely important,Extremely well,A great deal,Some of the time,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,Somewhat disagree,Missouri,,Other Christianity (including non-denominational),,,,,,,,It was very interesting and thought provoking.,I have no advice. The survey was great.,N8wyfirDCF
100,1353,Democrat,,5f0e38fc00a4d80009dd2331,"broken,angry,unfair,expensive","greed,racism,injustice,drugs","western,state,people,ocean","mountain,coast,eagle,city","diverse,beautiful,innovative,proud","family,independence,leader,opportunity","unfair,sad,expensive,ignorant","greed,obesity,violence,drugs","capitalist,politics,constitution,military","land,eagle,city,president","innovative,powerful,proud,strong","bravery,justice,leader,opportunity","unequal,broken,expensive,ignorant","racism,oppression,injustice,drugs","constitution,state,people,ocean","mountain,coast,eagle,life","diverse,beautiful,innovative,strong","bravery,family,openness,independence","unequal,broken,unfair,expensive","racism,violence,injustice,drugs","western,constitution,state,ocean","mountain,coast,city,president","diverse,beautiful,innovative,powerful","bravery,family,independence,opportunity",1.0,93.0,9.0,95.0,"Neither oppose
nor support","Strongly
support","Neither oppose
nor support","Strongly
support","Neither oppose
nor support","Strongly
support","Strongly
support","Strongly
oppose",Strong ${q://QID101/ChoiceGroup/SelectedChoices},,Moderate or middle of the road,Extremely important,Very well,A great deal,Some of the time,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly disagree,Washington,,Agnostic (not sure if God exists),,,,,,,,"It was fun, good questions",No,iLbZGhC7iM
100,1544,Democrat,,5f47f49560be64128162a5f4,"unequal,unfair,expensive,ignorant","greed,racism,violence,injustice","politics,constitution,state,people","land,eagle,president,work","diverse,powerful,proud,strong","openness,independence,leader,opportunity","unequal,sad,expensive,ignorant","greed,obesity,violence,drugs","constitution,state,people,military","land,eagle,president,life","wealthy,innovative,powerful,strong","family,independence,safety,opportunity","unequal,broken,expensive,ignorant","racism,oppression,corruption,injustice","politics,constitution,state,people","land,president,life,work","innovative,powerful,proud,strong","bravery,family,independence,opportunity","unequal,unfair,expensive,ignorant","greed,corruption,violence,injustice","politics,constitution,state,military","land,eagle,president,life","wealthy,diverse,proud,strong","family,independence,safety,opportunity",20.0,94.0,92.0,94.0,"Moderately
support","Strongly
support","Strongly
support","Strongly
support","Moderately
support","Strongly
support","Strongly
support","Moderately
support",Strong ${q://QID101/ChoiceGroup/SelectedChoices},,Liberal,Not very important,Very well,Somewhat,Some of the time,Strongly agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,California,,"Protestantism (including Lutheran, Baptist, and Episcopalian)",,,,,,,,Differences in political parties and how they see America differently ,No,4xn3n2Qazi
100,1290,Republican,,5c12f106c4b80e000192c472,"broken,angry,dangerous,expensive","corruption,obesity,violence,drugs","capitalist,politics,constitution,military","land,eagle,president,work","beautiful,innovative,powerful,strong","bravery,independence,leader,opportunity","broken,dangerous,sad,ignorant","greed,oppression,obesity,drugs","capitalist,politics,constitution,military","eagle,president,life,work","powerful,happy,proud,strong","independence,justice,leader,opportunity","unequal,angry,unfair,ignorant","racism,oppression,violence,injustice","politics,constitution,state,people","mountain,land,coast,city","wealthy,diverse,innovative,powerful","openness,independence,justice,opportunity","broken,dangerous,sad,expensive","greed,corruption,violence,drugs","capitalist,politics,constitution,military","eagle,president,life,work","beautiful,innovative,powerful,proud","bravery,independence,leader,opportunity",94.0,0.0,100.0,0.0,"Strongly
support","Strongly
oppose","Strongly
oppose","Strongly
oppose","Strongly
support","Strongly
oppose","Strongly
oppose","Strongly
support",Strong ${q://QID101/ChoiceGroup/SelectedChoices},,Conservative,Extremely important,Extremely well,A great deal,All of the time,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Kentucky,,"Protestantism (including Lutheran, Baptist, and Episcopalian)",,,,,,,,It was great. Well written and easy to understand.,I think it was great the way it is.,ua0kCZW5Ae
