pid3,Q5,Q7,pre_therm_pubs,pre_therm_dems,pre_med_A_1,pre_med_A_2,pre_med_A_3,pre_med_B_1,pre_med_B_2,pre_med_B_3,pre_dehum_pubs,pre_dehum_dems,first_1,first_2,first_3,first_4,first_5,first_6,post_dehum_pubs,post_dehum_dems,post_therm_pubs,post_therm_dems,post_mediators_A_1,post_mediators_A_2,post_mediators_B_1,post_mediators_B_2,Q64,id_1,id_2,id_3,pubs_1,pubs_2,pubs_3,pubs_4,pubs_5,pubs_6,mp_1,mp_2,mp_3,mp_4,mp_5,mp_6,dems_1,dems_2,dems_3,dems_4,dems_5,dems_6,consent,outgroup,cond
Democrat,R,5,30,75,,,,Neither agree nor disagree,Strongly disagree,Strongly agree,50,81,"broken,angry,unfair,ignorant","greed,racism,oppression,injustice","capitalist,politics,people,military","land,eagle,president,life","diverse,beautiful,powerful,strong","bravery,independence,safety,opportunity",50,85,40,90,,,Somewhat agree,Somewhat agree,Strong ${q://QID17/ChoiceGroup/SelectedChoices},Extremely well,A great deal,Some of the time,"angry,dangerous,sad,ignorant","corruption,obesity,violence,drugs","capitalist,politics,state,military","city,president,life,work","wealthy,beautiful,powerful,happy","bravery,independence,safety,leader","broken,angry,sad,expensive","greed,racism,corruption,drugs","capitalist,politics,constitution,military","eagle,president,life,work","beautiful,powerful,proud,strong","bravery,family,independence,opportunity","unequal,broken,angry,sad","racism,oppression,corruption,injustice","politics,constitution,people,military","land,eagle,life,work","diverse,powerful,happy,proud","family,openness,justice,opportunity","Yes, you may use my data",Republican,highICD
Democrat,R,5,3,67,,,,Somewhat disagree,Strongly disagree,Strongly agree,100,100,"unequal,broken,dangerous,ignorant","greed,racism,corruption,injustice","capitalist,constitution,state,military","mountain,land,coast,eagle","wealthy,diverse,beautiful,innovative","family,independence,safety,opportunity",100,100,3,67,,,Somewhat agree,Somewhat agree,Strong ${q://QID17/ChoiceGroup/SelectedChoices},Very well,Somewhat,Some of the time,"unfair,dangerous,sad,ignorant","corruption,obesity,violence,drugs","capitalist,western,constitution,military","land,eagle,president,work","innovative,powerful,proud,strong","bravery,family,justice,safety","angry,unfair,dangerous,sad","racism,corruption,violence,injustice","capitalist,politics,constitution,military","eagle,president,life,work","wealthy,powerful,proud,strong","bravery,independence,leader,opportunity","unequal,broken,angry,expensive","racism,oppression,violence,injustice","capitalist,politics,western,constitution","mountain,land,coast,life","diverse,beautiful,powerful,strong","bravery,justice,leader,opportunity","Yes, you may use my data",Republican,lowOGOCD
Democrat,R,5,50,50,,,,Neither agree nor disagree,Strongly disagree,Strongly agree,100,100,"unequal,unfair,dangerous,expensive","greed,racism,oppression,injustice","capitalist,politics,western,military","land,city,president,work","wealthy,diverse,innovative,powerful","family,openness,independence,opportunity",100,100,50,50,,,Neither agree nor disagree,Neither agree nor disagree,Strong ${q://QID17/ChoiceGroup/SelectedChoices},Very well,Somewhat,Never,"unequal,dangerous,sad,ignorant","oppression,corruption,violence,drugs","state,people,ocean,military","eagle,city,president,life","wealthy,powerful,proud,strong","justice,safety,leader,opportunity","unequal,angry,dangerous,expensive","racism,oppression,corruption,injustice","western,constitution,state,military","coast,city,life,work","wealthy,innovative,powerful,strong","bravery,independence,justice,opportunity","unequal,broken,unfair,ignorant","racism,oppression,corruption,injustice","constitution,state,people,ocean","mountain,land,coast,life","diverse,beautiful,innovative,strong","openness,independence,safety,opportunity","Yes, you may use my data",Republican,highOGOCD
Democrat,R,5,2,39,,,,Neither agree nor disagree,Strongly disagree,Somewhat agree,100,100,"unequal,broken,unfair,ignorant","greed,racism,corruption,injustice","capitalist,politics,western,people","mountain,coast,eagle,life","wealthy,diverse,beautiful,innovative","family,openness,independence,leader",100,100,2,35,,,Neither agree nor disagree,Somewhat agree,Not very strong ${q://QID17/ChoiceGroup/SelectedChoices},Very well,Somewhat,Some of the time,"broken,dangerous,expensive,ignorant","greed,obesity,violence,drugs","politics,constitution,people,military","land,eagle,president,life","beautiful,innovative,proud,strong","family,independence,justice,opportunity","unequal,dangerous,sad,expensive","greed,corruption,injustice,drugs","politics,western,constitution,state","land,eagle,president,life","wealthy,beautiful,powerful,strong","bravery,family,independence,opportunity","unequal,broken,unfair,sad","racism,oppression,injustice,drugs","politics,western,constitution,people","land,eagle,president,life","diverse,beautiful,innovative,proud","openness,independence,justice,opportunity","Yes, you may use my data",Republican,lowOGOCD
Democrat,R,5,5,80,,,,Somewhat disagree,Strongly disagree,Strongly agree,65,95,"unequal,broken,angry,unfair","greed,racism,obesity,injustice","capitalist,politics,western,military","land,eagle,president,work","wealthy,beautiful,innovative,powerful","family,openness,independence,opportunity",65,85,5,80,,,Somewhat disagree,Strongly agree,Strong ${q://QID17/ChoiceGroup/SelectedChoices},Very well,A great deal,All of the time,"unequal,broken,unfair,dangerous","oppression,corruption,obesity,violence","capitalist,politics,state,military","land,eagle,president,work","innovative,powerful,proud,strong","bravery,independence,leader,opportunity","broken,angry,unfair,dangerous","corruption,obesity,violence,drugs","politics,western,constitution,people","eagle,president,life,work","beautiful,innovative,powerful,strong","family,independence,justice,opportunity","unequal,broken,unfair,dangerous","greed,racism,oppression,injustice","capitalist,politics,people,military","land,president,life,work","wealthy,diverse,innovative,powerful","family,independence,justice,opportunity","Yes, you may use my data",Republican,highOGOCD
Republican,R,5,20,15,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,,,,20,15,"unequal,broken,angry,unfair","greed,racism,corruption,violence","capitalist,politics,western,constitution","land,eagle,president,life","innovative,powerful,proud,strong","family,openness,independence,opportunity",20,15,20,15,Somewhat disagree,Somewhat disagree,,,Not very strong ${q://QID17/ChoiceGroup/SelectedChoices},Very well,Somewhat,Some of the time,"broken,angry,dangerous,ignorant","racism,corruption,violence,drugs","capitalist,constitution,people,military","eagle,president,life,work","wealthy,beautiful,innovative,powerful","family,independence,justice,opportunity","broken,angry,dangerous,expensive","greed,racism,corruption,injustice","capitalist,western,constitution,people","eagle,president,life,work","wealthy,innovative,powerful,proud","family,openness,independence,opportunity","unequal,broken,unfair,ignorant","greed,racism,corruption,injustice","politics,western,state,people","mountain,land,president,life","diverse,beautiful,innovative,proud","bravery,openness,independence,opportunity","Yes, you may use my data",Democrat,highICD
Democrat,R,5,5,40,,,,Somewhat agree,Strongly disagree,Somewhat agree,75,80,"unequal,broken,unfair,ignorant","greed,racism,oppression,corruption","capitalist,politics,western,military","land,eagle,president,work","wealthy,diverse,powerful,proud","bravery,openness,leader,opportunity",75,80,6,41,,,Strongly agree,Somewhat agree,Not very strong ${q://QID17/ChoiceGroup/SelectedChoices},Not very well,Somewhat,Rarely,"broken,angry,dangerous,expensive","greed,obesity,violence,drugs","capitalist,constitution,people,military","land,president,life,work","wealthy,innovative,proud,strong","family,independence,justice,opportunity","unequal,unfair,sad,expensive","greed,racism,obesity,drugs","capitalist,politics,state,people","eagle,city,president,work","wealthy,diverse,proud,strong","family,independence,justice,opportunity","unequal,broken,unfair,ignorant","racism,oppression,corruption,violence","capitalist,politics,state,military","land,city,president,life","diverse,beautiful,innovative,happy","bravery,family,justice,opportunity","Yes, you may use my data",Republican,lowICD
Republican,R,5,94,35,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,,,96,58,"unequal,angry,unfair,expensive","racism,corruption,injustice,drugs","capitalist,constitution,ocean,military","mountain,coast,city,president","wealthy,powerful,proud,strong","independence,justice,leader,opportunity",95,58,92,34,Neither agree nor disagree,Neither agree nor disagree,,,Strong ${q://QID17/ChoiceGroup/SelectedChoices},Very well,Somewhat,Some of the time,"unequal,unfair,dangerous,expensive","racism,corruption,injustice,drugs","constitution,state,people,military","mountain,city,president,life","wealthy,diverse,innovative,powerful","openness,independence,justice,opportunity","unequal,angry,unfair,expensive","racism,corruption,injustice,drugs","capitalist,politics,constitution,military","city,president,life,work","wealthy,innovative,powerful,strong","bravery,family,independence,leader","unequal,angry,sad,ignorant","racism,corruption,injustice,drugs","capitalist,politics,constitution,military","coast,city,president,work","wealthy,beautiful,innovative,powerful","bravery,independence,leader,opportunity","Yes, you may use my data",Democrat,lowICD
Democrat,R,5,10,85,,,,Strongly agree,Strongly disagree,Strongly agree,25,90,"unequal,broken,angry,dangerous","greed,racism,violence,injustice","capitalist,politics,people,military","mountain,coast,city,president","wealthy,diverse,beautiful,innovative","openness,independence,leader,opportunity",15,95,5,95,,,Strongly agree,Strongly disagree,Strong ${q://QID17/ChoiceGroup/SelectedChoices},Very well,A great deal,All of the time,"broken,angry,unfair,expensive","oppression,corruption,injustice,drugs","western,state,people,military","eagle,president,life,work","wealthy,beautiful,proud,strong","bravery,family,justice,opportunity","angry,dangerous,expensive,ignorant","greed,racism,corruption,obesity","capitalist,politics,western,military","eagle,city,president,work","wealthy,diverse,innovative,powerful","openness,independence,leader,opportunity","unequal,broken,unfair,expensive","greed,racism,oppression,injustice","politics,constitution,state,people","mountain,land,coast,life","diverse,powerful,proud,strong","openness,independence,justice,opportunity","Yes, you may use my data",Republican,highOGOCD
Democrat,R,5,35,60,,,,Neither agree nor disagree,Strongly disagree,Somewhat agree,70,90,"broken,angry,expensive,ignorant","greed,racism,obesity,drugs","capitalist,politics,constitution,military","mountain,eagle,city,work","wealthy,diverse,beautiful,proud","family,independence,justice,opportunity",91,77,41,60,,,Neither agree nor disagree,Somewhat agree,Not very strong ${q://QID17/ChoiceGroup/SelectedChoices},Not very well,Somewhat,Rarely,"broken,angry,dangerous,sad","greed,corruption,obesity,violence","capitalist,politics,constitution,military","land,eagle,president,work","innovative,powerful,proud,strong","bravery,independence,justice,opportunity","unequal,broken,unfair,expensive","greed,oppression,corruption,violence","politics,constitution,state,military","land,eagle,city,president","wealthy,powerful,proud,strong","bravery,independence,justice,opportunity","unequal,broken,unfair,ignorant","racism,obesity,injustice,drugs","politics,state,people,ocean","mountain,land,coast,life","diverse,beautiful,proud,strong","bravery,family,openness,opportunity","Yes, you may use my data",Republican,lowOGOCD
Democrat,R,5,4,86,,,,Somewhat agree,Somewhat disagree,Strongly agree,3,84,"unequal,broken,angry,unfair","racism,corruption,violence,injustice","politics,constitution,state,military","land,eagle,president,life","diverse,beautiful,proud,strong","bravery,independence,justice,opportunity",9,92,3,81,,,Somewhat agree,Somewhat agree,Strong ${q://QID17/ChoiceGroup/SelectedChoices},Very well,A great deal,All of the time,"broken,angry,dangerous,ignorant","greed,obesity,violence,drugs","capitalist,politics,western,military","land,eagle,president,life","wealthy,powerful,proud,strong","bravery,justice,leader,opportunity","unequal,broken,unfair,expensive","greed,racism,violence,injustice","politics,constitution,state,military","land,coast,eagle,president","diverse,beautiful,proud,strong","bravery,independence,leader,opportunity","broken,unfair,dangerous,sad","racism,oppression,corruption,injustice","politics,constitution,state,people","land,eagle,president,life","beautiful,powerful,happy,proud","bravery,independence,justice,opportunity","Yes, you may use my data",Republican,lowICD
Democrat,R,5,9,99,,,,Strongly agree,Strongly disagree,Somewhat agree,100,100,"unequal,broken,unfair,expensive","greed,oppression,corruption,injustice","politics,constitution,state,people","land,coast,city,life","diverse,beautiful,proud,strong","family,independence,justice,opportunity",100,100,9,99,,,Strongly agree,Strongly agree,Strong ${q://QID17/ChoiceGroup/SelectedChoices},Extremely well,A great deal,All of the time,"broken,angry,dangerous,ignorant","racism,obesity,violence,injustice","capitalist,politics,constitution,military","land,eagle,president,work","wealthy,powerful,proud,strong","family,independence,leader,opportunity","unequal,broken,unfair,ignorant","greed,racism,oppression,corruption","capitalist,politics,constitution,state","land,city,life,work","diverse,innovative,powerful,proud","bravery,family,independence,opportunity","unequal,broken,unfair,expensive","greed,oppression,corruption,injustice","capitalist,politics,state,people","land,coast,city,life","diverse,innovative,powerful,strong","family,independence,justice,opportunity","Yes, you may use my data",Republican,lowOGOCD
Democrat,R,5,16,94,,,,Neither agree nor disagree,Strongly disagree,Somewhat agree,79,95,"unequal,angry,unfair,ignorant","greed,racism,violence,injustice","capitalist,constitution,state,military","mountain,land,coast,city","wealthy,diverse,innovative,powerful","family,openness,independence,leader",81,95,10,94,,,Neither agree nor disagree,Somewhat agree,Strong ${q://QID17/ChoiceGroup/SelectedChoices},Very well,A great deal,All of the time,"broken,angry,dangerous,sad","corruption,violence,injustice,drugs","constitution,state,people,military","land,eagle,president,work","wealthy,beautiful,powerful,strong","independence,justice,leader,opportunity","angry,unfair,dangerous,expensive","greed,racism,obesity,violence","capitalist,politics,constitution,military","land,eagle,city,president","wealthy,diverse,powerful,strong","family,independence,leader,opportunity","unequal,angry,unfair,expensive","greed,racism,oppression,injustice","capitalist,constitution,people,military","land,eagle,life,work","wealthy,diverse,beautiful,innovative","family,openness,independence,leader","Yes, you may use my data",Republican,highICD
Democrat,R,5,2,100,,,,Somewhat agree,Strongly disagree,Strongly agree,60,89,"unequal,broken,unfair,sad","greed,racism,corruption,injustice","capitalist,politics,constitution,people","city,president,life,work","diverse,beautiful,innovative,happy","bravery,family,leader,opportunity",60,86,6,100,,,Somewhat agree,Strongly agree,Strong ${q://QID17/ChoiceGroup/SelectedChoices},Extremely well,A great deal,Some of the time,"unequal,broken,unfair,dangerous","greed,oppression,corruption,drugs","capitalist,politics,constitution,military","city,president,life,work","beautiful,powerful,proud,strong","family,justice,safety,opportunity","unequal,broken,angry,sad","greed,racism,corruption,drugs","politics,constitution,state,people","city,president,life,work","beautiful,powerful,happy,proud","family,independence,justice,opportunity","unequal,broken,unfair,expensive","racism,corruption,violence,injustice","politics,constitution,state,people","city,president,life,work","beautiful,innovative,happy,proud","family,justice,leader,opportunity","Yes, you may use my data",Republican,highICD
Democrat,R,5,14,89,,,,Somewhat agree,Strongly disagree,Strongly agree,96,99,"unequal,broken,expensive,ignorant","greed,racism,corruption,violence","capitalist,western,constitution,military","land,eagle,president,work","diverse,beautiful,innovative,strong","independence,justice,leader,opportunity",98,100,15,87,,,Somewhat agree,Somewhat agree,Strong ${q://QID17/ChoiceGroup/SelectedChoices},Very well,A great deal,Rarely,"angry,dangerous,sad,expensive","oppression,corruption,obesity,drugs","politics,western,constitution,people","eagle,president,life,work","wealthy,beautiful,powerful,proud","bravery,family,independence,justice","angry,dangerous,sad,expensive","greed,racism,obesity,violence","capitalist,western,constitution,military","land,eagle,president,work","wealthy,innovative,proud,strong","independence,justice,leader,opportunity","unequal,unfair,expensive,ignorant","greed,racism,oppression,injustice","capitalist,politics,people,military","mountain,land,city,life","diverse,innovative,powerful,strong","openness,independence,leader,opportunity","Yes, you may use my data",Republican,lowICD
Democrat,R,5,30,80,,,,Somewhat agree,Strongly disagree,Strongly agree,54,80,"unequal,unfair,expensive,ignorant","greed,racism,oppression,injustice","capitalist,politics,western,military","city,president,life,work","wealthy,powerful,proud,strong","bravery,independence,leader,opportunity",50,84,30,80,,,Somewhat agree,Somewhat agree,Strong ${q://QID17/ChoiceGroup/SelectedChoices},Very well,A great deal,Some of the time,"angry,sad,expensive,ignorant","greed,obesity,violence,drugs","constitution,state,people,military","eagle,president,life,work","beautiful,innovative,happy,proud","bravery,family,independence,opportunity","unequal,unfair,dangerous,ignorant","greed,oppression,corruption,injustice","capitalist,western,constitution,military","mountain,land,eagle,president","beautiful,powerful,happy,proud","bravery,openness,independence,opportunity","unequal,broken,sad,ignorant","greed,oppression,corruption,injustice","capitalist,politics,constitution,people","land,president,life,work","innovative,powerful,proud,strong","family,independence,justice,opportunity","Yes, you may use my data",Republican,highOGOCD
Democrat,R,5,30,70,,,,Somewhat agree,Neither agree nor disagree,Somewhat agree,65,71,"broken,unfair,sad,expensive","greed,obesity,violence,drugs","politics,constitution,state,people","land,city,life,work","wealthy,diverse,beautiful,innovative","family,justice,safety,opportunity",70,75,30,70,,,Neither agree nor disagree,Somewhat disagree,Strong ${q://QID17/ChoiceGroup/SelectedChoices},Very well,A great deal,All of the time,"broken,angry,unfair,expensive","racism,oppression,violence,injustice","politics,constitution,state,military","city,president,life,work","wealthy,powerful,proud,strong","bravery,family,leader,opportunity","broken,angry,unfair,sad","greed,racism,violence,drugs","politics,constitution,people,military","city,president,life,work","wealthy,innovative,powerful,happy","bravery,justice,safety,opportunity","broken,unfair,sad,expensive","greed,obesity,violence,drugs","capitalist,constitution,state,people","city,president,life,work","diverse,innovative,powerful,happy","bravery,justice,safety,opportunity","Yes, you may use my data",Republican,highICD
Democrat,R,5,0,65,,,,Somewhat agree,Strongly disagree,Strongly agree,49,93,"unequal,broken,sad,ignorant","racism,oppression,corruption,obesity","capitalist,politics,state,military","land,eagle,life,work","diverse,beautiful,powerful,strong","independence,justice,safety,opportunity",36,93,0,65,,,Somewhat disagree,Somewhat agree,Strong ${q://QID17/ChoiceGroup/SelectedChoices},Very well,Somewhat,All of the time,"unequal,angry,unfair,sad","oppression,corruption,violence,injustice","politics,constitution,state,military","land,eagle,president,life","wealthy,powerful,proud,strong","bravery,independence,justice,leader","broken,angry,unfair,dangerous","greed,corruption,violence,drugs","politics,western,state,people","eagle,president,life,work","wealthy,powerful,proud,strong","bravery,independence,leader,opportunity","unequal,unfair,sad,ignorant","oppression,corruption,obesity,violence","capitalist,politics,people,military","land,eagle,life,work","diverse,beautiful,powerful,strong","bravery,justice,safety,opportunity","Yes, you may use my data",Republican,lowICD
Democrat,R,5,45,72,,,,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,58,87,"unequal,broken,unfair,expensive","racism,corruption,injustice,drugs","politics,constitution,state,people","city,president,life,work","wealthy,powerful,proud,strong","bravery,safety,leader,opportunity",85,87,46,78,,,Neither agree nor disagree,Somewhat agree,Not very strong ${q://QID17/ChoiceGroup/SelectedChoices},Very well,Somewhat,Some of the time,"unfair,dangerous,sad,ignorant","racism,oppression,corruption,injustice","capitalist,politics,constitution,people","city,president,life,work","diverse,innovative,powerful,strong","family,safety,leader,opportunity","broken,angry,unfair,expensive","racism,corruption,injustice,drugs","politics,western,constitution,people","city,president,life,work","wealthy,beautiful,happy,strong","bravery,independence,safety,leader","unequal,dangerous,expensive,ignorant","greed,racism,oppression,corruption","western,constitution,state,ocean","city,president,life,work","wealthy,diverse,beautiful,innovative","family,independence,leader,opportunity","Yes, you may use my data",Republican,highOGOCD
Democrat,R,5,10,90,,,,Somewhat agree,Strongly disagree,Somewhat agree,90,90,"unequal,unfair,expensive,ignorant","greed,racism,injustice,drugs","capitalist,politics,people,military","eagle,city,president,work","diverse,innovative,powerful,proud","family,openness,independence,opportunity",85,90,10,90,,,Neither agree nor disagree,Somewhat agree,Strong ${q://QID17/ChoiceGroup/SelectedChoices},Extremely well,A great deal,Some of the time,"unequal,angry,sad,expensive","greed,corruption,violence,drugs","politics,western,ocean,military","land,eagle,president,life","beautiful,happy,proud,strong","bravery,family,independence,justice","unequal,unfair,expensive,ignorant","greed,obesity,injustice,drugs","politics,constitution,people,military","land,eagle,president,life","wealthy,powerful,happy,proud","bravery,family,independence,safety","unequal,unfair,expensive,ignorant","greed,oppression,violence,drugs","politics,western,constitution,people","eagle,city,president,work","wealthy,innovative,powerful,proud","family,safety,leader,opportunity","Yes, you may use my data",Republican,highOGOCD
Republican,R,5,100,20,Somewhat agree,Strongly disagree,Strongly agree,,,,100,100,"broken,angry,expensive,ignorant","greed,corruption,obesity,drugs","politics,constitution,people,military","land,eagle,president,work","diverse,beautiful,proud,strong","bravery,justice,safety,opportunity",100,100,100,20,Somewhat disagree,Strongly disagree,,,Strong ${q://QID17/ChoiceGroup/SelectedChoices},Extremely well,A great deal,All of the time,"broken,sad,expensive,ignorant","corruption,violence,injustice,drugs","politics,constitution,state,military","land,eagle,president,life","diverse,beautiful,proud,strong","independence,justice,safety,opportunity","broken,sad,expensive,ignorant","greed,oppression,obesity,drugs","politics,constitution,state,people","mountain,eagle,president,work","diverse,beautiful,powerful,proud","family,independence,leader,opportunity","unequal,angry,unfair,ignorant","racism,oppression,violence,injustice","capitalist,state,people,ocean","mountain,coast,city,president","wealthy,innovative,powerful,strong","independence,justice,leader,opportunity","Yes, you may use my data",Democrat,highICD
Democrat,R,5,40,72,,,,Somewhat agree,Strongly disagree,Strongly agree,50,82,"unequal,angry,dangerous,ignorant","greed,racism,violence,injustice","politics,constitution,state,military","land,eagle,president,work","wealthy,powerful,proud,strong","family,independence,leader,opportunity",51,82,50,80,,,Somewhat agree,Neither agree nor disagree,Not very strong ${q://QID17/ChoiceGroup/SelectedChoices},Not very well,Very little,Never,"broken,unfair,dangerous,sad","oppression,obesity,violence,drugs","capitalist,politics,state,military","land,eagle,president,work","wealthy,beautiful,powerful,proud","family,independence,justice,opportunity","unequal,broken,angry,dangerous","racism,corruption,obesity,injustice","politics,constitution,state,military","eagle,city,president,life","wealthy,diverse,powerful,proud","bravery,family,independence,justice","unequal,broken,sad,ignorant","racism,corruption,injustice,drugs","western,constitution,state,people","land,eagle,president,life","diverse,beautiful,proud,strong","family,openness,justice,opportunity","Yes, you may use my data",Republican,lowOGOCD
Democrat,R,5,55,82,,,,Strongly agree,Somewhat agree,Strongly agree,34,90,"unequal,broken,unfair,expensive","racism,corruption,violence,injustice","politics,constitution,state,people","coast,city,president,work","wealthy,powerful,happy,strong","bravery,openness,justice,opportunity",45,75,43,82,,,Neither agree nor disagree,Somewhat agree,Strong ${q://QID17/ChoiceGroup/SelectedChoices},Extremely well,A great deal,Rarely,"broken,angry,unfair,expensive","racism,corruption,violence,injustice","capitalist,politics,constitution,military","coast,president,life,work","wealthy,innovative,powerful,proud","independence,justice,leader,opportunity","broken,angry,sad,expensive","racism,corruption,obesity,violence","politics,constitution,state,people","land,coast,president,work","wealthy,powerful,happy,strong","justice,safety,leader,opportunity","unequal,broken,angry,expensive","greed,racism,obesity,injustice","politics,state,people,military","coast,city,president,work","wealthy,powerful,happy,strong","family,justice,leader,opportunity","Yes, you may use my data",Republican,lowICD
Republican,R,5,50,7,Somewhat agree,Strongly disagree,Strongly agree,,,,100,100,"angry,sad,expensive,ignorant","greed,corruption,obesity,drugs","capitalist,western,constitution,state","land,eagle,city,president","wealthy,diverse,innovative,powerful","family,openness,independence,opportunity",100,100,50,8,Somewhat agree,Strongly disagree,,,Not very strong ${q://QID17/ChoiceGroup/SelectedChoices},Not very well,Very little,Rarely,"angry,dangerous,sad,expensive","greed,obesity,violence,drugs","capitalist,politics,constitution,military","land,eagle,city,president","wealthy,innovative,powerful,strong","bravery,independence,leader,opportunity","unequal,broken,unfair,ignorant","racism,obesity,injustice,drugs","capitalist,politics,constitution,military","land,eagle,city,president","wealthy,diverse,powerful,strong","family,independence,leader,opportunity","unequal,broken,unfair,expensive","racism,oppression,injustice,drugs","capitalist,politics,western,people","land,city,life,work","wealthy,diverse,innovative,strong","openness,independence,justice,opportunity","Yes, you may use my data",Democrat,lowICD
Republican,R,5,95,55,Neither agree nor disagree,Somewhat agree,Somewhat agree,,,,80,75,"unequal,unfair,expensive,ignorant","racism,obesity,injustice,drugs","western,constitution,state,military","city,president,life,work","diverse,innovative,powerful,strong","bravery,justice,safety,leader",75,65,95,55,Neither agree nor disagree,Somewhat agree,,,Strong ${q://QID17/ChoiceGroup/SelectedChoices},Extremely well,Somewhat,Some of the time,"unfair,sad,expensive,ignorant","greed,racism,violence,drugs","politics,western,constitution,state","city,president,life,work","wealthy,beautiful,innovative,powerful","bravery,justice,safety,opportunity","unequal,unfair,expensive,ignorant","racism,oppression,obesity,violence","politics,western,constitution,people","city,president,life,work","wealthy,innovative,powerful,strong","bravery,independence,justice,safety","unequal,dangerous,expensive,ignorant","greed,racism,corruption,injustice","capitalist,constitution,people,military","land,president,life,work","beautiful,innovative,proud,strong","family,openness,safety,opportunity","Yes, you may use my data",Democrat,highOGOCD
Democrat,R,5,22,73,,,,Somewhat agree,Somewhat disagree,Strongly agree,93,100,"unequal,sad,expensive,ignorant","greed,racism,obesity,injustice","capitalist,western,constitution,military","land,eagle,president,work","wealthy,diverse,proud,strong","independence,safety,leader,opportunity",97,100,25,78,,,Somewhat disagree,Somewhat agree,Not very strong ${q://QID17/ChoiceGroup/SelectedChoices},Very well,Somewhat,Rarely,"broken,angry,dangerous,expensive","greed,racism,obesity,drugs","western,constitution,people,military","mountain,land,eagle,president","innovative,powerful,proud,strong","bravery,independence,justice,leader","unequal,angry,unfair,expensive","racism,corruption,obesity,injustice","capitalist,western,constitution,military","mountain,eagle,president,work","wealthy,powerful,proud,strong","bravery,independence,leader,opportunity","unequal,broken,unfair,ignorant","greed,racism,oppression,corruption","capitalist,politics,state,military","land,city,president,work","wealthy,diverse,powerful,strong","independence,safety,leader,opportunity","Yes, you may use my data",Republican,lowOGOCD
Republican,R,5,62,0,Strongly agree,Strongly disagree,Strongly agree,,,,83,40,"unequal,broken,expensive,ignorant","greed,violence,injustice,drugs","western,constitution,state,military","land,eagle,president,work","beautiful,innovative,powerful,strong","openness,independence,leader,opportunity",82,39,62,0,Strongly agree,Strongly disagree,,,Not very strong ${q://QID17/ChoiceGroup/SelectedChoices},Not very well,Very little,Rarely,"broken,dangerous,sad,ignorant","greed,corruption,violence,drugs","western,constitution,people,military","land,president,life,work","beautiful,powerful,proud,strong","bravery,independence,leader,opportunity","unequal,broken,sad,expensive","greed,obesity,violence,injustice","western,constitution,people,military","land,eagle,president,life","diverse,beautiful,innovative,strong","openness,independence,leader,opportunity","unequal,broken,unfair,ignorant","greed,racism,oppression,injustice","capitalist,politics,western,people","coast,city,president,life","wealthy,diverse,innovative,powerful","openness,justice,safety,leader","Yes, you may use my data",Democrat,highICD
Democrat,R,5,36,64,,,,Neither agree nor disagree,Somewhat disagree,Somewhat agree,98,99,"unequal,broken,unfair,expensive","greed,racism,corruption,injustice","capitalist,western,constitution,people","mountain,land,life,work","diverse,beautiful,innovative,strong","bravery,independence,leader,opportunity",97,98,34,65,,,Neither agree nor disagree,Somewhat agree,Not very strong ${q://QID17/ChoiceGroup/SelectedChoices},Very well,Somewhat,All of the time,"angry,dangerous,sad,expensive","greed,corruption,violence,drugs","politics,western,people,military","land,eagle,life,work","wealthy,innovative,powerful,strong","bravery,family,safety,leader","unequal,broken,unfair,expensive","greed,corruption,obesity,violence","capitalist,western,constitution,people","land,eagle,life,work","wealthy,beautiful,innovative,proud","bravery,independence,leader,opportunity","unequal,broken,expensive,ignorant","greed,oppression,corruption,injustice","capitalist,western,constitution,people","land,president,life,work","diverse,beautiful,innovative,strong","independence,justice,safety,opportunity","Yes, you may use my data",Republican,lowOGOCD
Democrat,R,5,70,100,,,,Somewhat agree,Somewhat disagree,Strongly agree,90,100,"unequal,angry,unfair,expensive","greed,racism,obesity,drugs","politics,constitution,state,people","coast,city,life,work","diverse,powerful,proud,strong","bravery,independence,justice,opportunity",91,100,89,100,,,Somewhat agree,Strongly agree,Strong ${q://QID17/ChoiceGroup/SelectedChoices},Very well,A great deal,All of the time,"broken,dangerous,sad,ignorant","oppression,corruption,obesity,injustice","capitalist,politics,western,military","eagle,president,life,work","wealthy,beautiful,innovative,strong","openness,justice,leader,opportunity","broken,unfair,sad,expensive","racism,corruption,violence,injustice","politics,western,state,military","land,city,president,life","diverse,beautiful,powerful,strong","bravery,independence,justice,opportunity","angry,unfair,dangerous,expensive","greed,racism,corruption,obesity","western,constitution,state,people","city,president,life,work","wealthy,beautiful,powerful,happy","independence,justice,leader,opportunity","Yes, you may use my data",Republican,highICD
